"Word"	"Length"	"Freq_HAL"	"Log_Freq_HAL"	"MorphSp"	"POS"	"prefix"	"nprefix"	"root"	"nroot"
"impede"	6	524	6.26	"{im--pede}"	"VB"	"^im"	32	"pede"	1
"imperil"	7	79	4.37	"<in<{peril}"	"VB"	"^im"	32	"peril"	1
"impinge"	7	143	4.96	"{impinge}"	"VB"	"^im"	32	"pinge"	1
"implement"	9	15447	9.65	"{im--plement}"	"VB"	"^im"	32	"plement"	1
"importune"	9	0	0	"{im--portune}"	"JJ|VB"	"^im"	32	"portune"	1
"impoverish"	10	63	4.14	"{impoverish}"	"VB"	"^im"	32	"poverish"	1
"impregnate"	10	256	5.55	"{im--pregn--ate}"	"VB"	"^im"	32	"pregnate"	1
"imprison"	8	1152	7.05	"<in<{prison}"	"VB"	"^im"	32	"prison"	1
"improvise"	9	452	6.11	"{improvise}"	"VB|NN"	"^im"	32	"provise"	1
"inaugurate"	10	83	4.42	"{in--augur--ate}"	"VB"	"^in"	87	"augurate"	1
"inbreed"	7	30	3.4	"{in}{breed}"	"VB|NN"	"^in"	87	"breed"	2
"interbreed"	10	117	4.76	"<inter<{breed}"	"NN|VB"	"^inter"	28	"breed"	2
"incapacitate"	12	90	4.5	"<in<{capacit--ate}"	"VB"	"^in"	87	"capacitate"	1
"incarcerate"	11	111	4.71	"{in--carcer--ate}"	"VB"	"^in"	87	"carcerate"	1
"incense"	7	491	6.2	"{incense}"	"VB"	"^in"	87	"cense"	1
"incinerate"	10	344	5.84	"{in--ciner--ate}"	"VB"	"^in"	87	"cinerate"	1
"incorporate"	11	3696	8.22	"{in--corpor--ate}"	"VB"	"^in"	87	"corporate"	1
"incriminate"	11	139	4.93	"{in--crimin--ate}"	"VB"	"^in"	87	"criminate"	2
"recriminate"	11	2	0.69	"{re--crimin--ate}"	"VB"	"^re"	176	"criminate"	2
"incubate"	8	93	4.53	"{incubate}"	"VB"	"^in"	87	"cubate"	1
"index"	5	32443	10.39	"{index}"	"NN|VB"	"^in"	87	"dex"	1
"indulge"	7	1490	7.31	"{indulge}"	"VB"	"^in"	87	"dulge"	1
"inebriate"	9	8	2.08	"{inebri--ate}"	"VB"	"^in"	87	"ebriate"	1
"infatuate"	9	1	0	"{in--fatu--ate}"	"VB"	"^in"	87	"fatuate"	1
"infest"	6	132	4.88	"{infest}"	"VB"	"^in"	87	"fest"	1
"infiltrate"	10	468	6.15	"<in<{filtr--ate}"	"VB"	"^in"	87	"filtrate"	1
"inflame"	7	145	4.98	"<in<{flame}"	"VB"	"^in"	87	"flame"	1
"influence"	9	19809	9.89	"{in--flu--ence}"	"NN|VB"	"^in"	87	"fluence"	1
"infringe"	8	1137	7.04	"{in--fringe}"	"VB"	"^in"	87	"fringe"	1
"infuriate"	9	67	4.2	"{in--furi--ate}"	"VB"	"^in"	87	"furiate"	1
"ingrain"	7	11	2.4	"<in<{grain}"	"VB"	"^in"	87	"grain"	1
"ingratiate"	10	46	3.83	"{in--gratiate}"	"VB"	"^in"	87	"gratiate"	1
"inherit"	7	1968	7.58	"{in--herit}"	"VB"	"^in"	87	"herit"	1
"initial"	7	22660	10.03	"{initi--al}"	"JJ|VB|NN"	"^in"	87	"itial"	1
"initiate"	8	3109	8.04	"{initi--ate}"	"VB"	"^in"	87	"itiate"	1
"inkbottle"	9	0	0	"{ink}{bottle}"	"NN|VB"	"^in"	87	"kbottle"	1
"innovate"	8	239	5.48	"{innovate}"	"VB"	"^in"	87	"novate"	1
"inoculate"	9	90	4.5	"{inocul--ate}"	"VB"	"^in"	87	"oculate"	1
"input"	5	35427	10.48	"{in}{put}"	"NN|VB"	"^in"	87	"put"	1
"inseminate"	10	42	3.74	"{in--semin--ate}"	"VB"	"^in"	87	"seminate"	1
"insinuate"	9	299	5.7	"{insinuate}"	"VB"	"^in"	87	"sinuate"	1
"inspect"	7	1588	7.37	"{in--spect}"	"VB"	"^in"	87	"spect"	2
"respect"	7	37713	10.54	"{respect}"	"NN|VB"	"^re"	176	"spect"	2
"install"	7	49667	10.81	"{in--stall}"	"VB"	"^in"	87	"stall"	1
"instate"	7	20	3	"{in--state}"	"VB"	"^in"	87	"state"	2
"restate"	7	482	6.18	"<re<{state}"	"VB"	"^re"	176	"state"	2
"instigate"	9	266	5.58	"{instigate}"	"VB"	"^in"	87	"stigate"	1
"integrate"	9	3802	8.24	"{integr--ate}"	"VB"	"^in"	87	"tegrate"	1
"intimidate"	10	1152	7.05	"{in--timid--ate}"	"VB"	"^in"	87	"timidate"	1
"intone"	6	36	3.58	"{in--tone}"	"VB"	"^in"	87	"tone"	1
"intrigue"	8	747	6.62	"{intrigue}"	"VB"	"^in"	87	"trigue"	1
"introduce"	9	8575	9.06	"{intro--duce}"	"VB"	"^in"	87	"troduce"	1
"introject"	9	2	0.69	"{introject}"	"VB"	"^in"	87	"troject"	1
"introspect"	10	70	4.25	"{intro--spect}"	"VB"	"^in"	87	"trospect"	1
"intuit"	6	999	6.91	"{in--tuit}"	"VB"	"^in"	87	"tuit"	1
"inundate"	8	88	4.48	"{inundate}"	"VB"	"^in"	87	"undate"	1
"invest"	6	7965	8.98	"{in--vest}"	"VB"	"^in"	87	"vest"	1
"investigate"	11	10814	9.29	"{investigate}"	"VB"	"^in"	87	"vestigate"	1
"invite"	6	6452	8.77	"{invite}"	"VB"	"^in"	87	"vite"	1
"invoice"	7	1529	7.33	"{invoice}"	"NN|VB"	"^in"	87	"voice"	1
"infract"	7	0	0	"{in--fract}"	"VB"	"^infra"	1	"ct"	1
"interest"	8	90246	11.41	"{interest}"	"NN|VB"	"^inter"	28	"est"	2
"molest"	6	376	5.93	"{molest}"	"VB"	"^mol"	2	"est"	2
"interfere"	9	4189	8.34	"{inter--fere}"	"VB"	"^inter"	28	"fere"	1
"interlace"	9	521	6.26	"<inter<{lace}"	"VB"	"^inter"	28	"lace"	2
"replace"	7	27530	10.22	"{re--place}"	"VB|NN"	"^rep"	26	"lace"	2
"interlock"	9	190	5.25	"<inter<{lock}"	"VB"	"^inter"	28	"lock"	2
"unlock"	6	1507	7.32	"<un<{lock}"	"VB"	"^un"	41	"lock"	2
"intermarry"	10	110	4.7	"<inter<{marry}"	"VB"	"^inter"	28	"marry"	1
"intermix"	8	147	4.99	"<inter<{mix}"	"VB"	"^inter"	28	"mix"	1
"intern"	6	1512	7.32	"{in--tern}"	"VB"	"^inter"	28	"n"	2
"spun"	4	1573	7.36	"{spun}"	"VB"	"^spu"	4	"n"	2
"interpenetrate"	14	10	2.3	"<inter<{penetr--ate}"	"VB"	"^inter"	28	"penetrate"	1
"interpret"	9	6229	8.74	"{interpret}"	"VB"	"^inter"	28	"pret"	1
"interrelate"	11	80	4.38	"<inter<{relate}"	"VB"	"^inter"	28	"relate"	1
"intersperse"	11	52	3.95	"{inter--sperse}"	"VB"	"^inter"	28	"sperse"	1
"intertwine"	10	50	3.91	"<inter<{twine}"	"VB"	"^inter"	28	"twine"	1
"interview"	9	20464	9.93	"{interview}"	"NN|VB"	"^inter"	28	"view"	3
"preview"	7	5581	8.63	"<pre<{view}"	"NN|VB"	"^pre"	31	"view"	3
"review"	6	39843	10.59	"{re--view}"	"NN|VB"	"^re"	176	"view"	3
"interweave"	10	87	4.47	"<inter<{weave}"	"NN|VB"	"^inter"	28	"weave"	1
"iron"	4	19187	9.86	"{iron}"	"NN|VB|JJ"	"^ir"	4	"on"	1
"irradiate"	9	33	3.5	"{i--rradi--ate}"	"VB"	"^ir"	4	"radiate"	1
"irrigate"	8	70	4.25	"{irrig--ate}"	"VB"	"^ir"	4	"rigate"	1
"irritate"	8	642	6.46	"{irrit--ate}"	"VB"	"^ir"	4	"ritate"	1
"juggle"	6	1115	7.02	"{juggle}"	"VB"	"^jug"	1	"gle"	3
"mangle"	6	301	5.71	"{mangle}"	"VB|NN"	"^man"	7	"gle"	3
"mingle"	6	329	5.8	"{mingle}"	"VB"	"^min"	8	"gle"	3
"label"	5	22957	10.04	"{label}"	"NN|VB"	"^lab"	1	"el"	4
"level"	5	130029	11.78	"{level}"	"NN|VB"	"^lev"	4	"el"	4
"reel"	4	2752	7.92	"{reel}"	"NN|VB"	"^re"	176	"el"	4
"repel"	5	633	6.45	"{re--pel}"	"VB"	"^rep"	26	"el"	4
"legislate"	9	895	6.8	"{legislate}"	"VB"	"^leg"	2	"islate"	1
"legitimize"	10	313	5.75	"{legitim--ize}"	"VB"	"^leg"	2	"itimize"	1
"light"	5	96805	11.48	"{light}"	"NN|VB"	"^lig"	1	"ht"	2
"right"	5	388384	12.87	"{right}"	"NN|JJ|RB|VB"	"^rig"	1	"ht"	2
"malfunction"	11	765	6.64	"<mal<{funct--ion}"	"NN|VB"	"^mal"	4	"function"	1
"malinger"	8	4	1.39	"{malinger}"	"VB"	"^mal"	4	"inger"	1
"maltreat"	8	9	2.2	"<mal<{treat}"	"VB"	"^mal"	4	"treat"	1
"manacle"	7	21	3.04	"{manacle}"	"NN|VB"	"^man"	7	"acle"	1
"maneuver"	8	1634	7.4	"{maneuver}"	"NN|VB"	"^man"	7	"euver"	1
"manhandle"	9	32	3.47	"{man}{handle}"	"VB"	"^man"	7	"handle"	1
"manifest"	8	2522	7.83	"{manifest}"	"JJ|VB"	"^man"	7	"ifest"	1
"manipulate"	10	3907	8.27	"{manipul--ate}"	"VB"	"^man"	7	"ipulate"	2
"stipulate"	9	357	5.88	"{stipul--ate}"	"VB"	"^st"	97	"ipulate"	2
"manufacture"	11	5025	8.52	"{manu--fact--ure}"	"NN|VB"	"^manu"	1	"facture"	1
"maraud"	6	157	5.06	"{maraud}"	"VB"	"^mar"	11	"aud"	1
"marinade"	8	279	5.63	"{marin--ade}"	"NN|VB"	"^mar"	11	"inade"	1
"market"	6	98850	11.5	"{market}"	"NN|VB"	"^mar"	11	"ket"	3
"picket"	6	850	6.75	"{picket}"	"NN|VB"	"^pic"	4	"ket"	3
"ticket"	6	14121	9.56	"{ticket}"	"NN|VB"	"^tic"	3	"ket"	3
"maroon"	6	576	6.36	"{maroon}"	"NN|JJ|VB"	"^mar"	11	"oon"	1
"marry"	5	7832	8.97	"{marry}"	"VB"	"^mar"	11	"ry"	1
"marshal"	7	878	6.78	"{marshal}"	"NN|VB"	"^mar"	11	"shal"	1
"martyr"	6	2681	7.89	"{martyr}"	"NN|VB"	"^mar"	11	"tyr"	1
"medicate"	8	83	4.42	"{medic--ate}"	"VB"	"^medi"	3	"cate"	1
"meditate"	8	802	6.69	"{meditate}"	"VB"	"^medi"	3	"tate"	2
"misstate"	8	23	3.14	"<mis<{state}"	"VB"	"^miss"	4	"tate"	2
"microfilm"	9	589	6.38	"<micro<{film}"	"NN|VB"	"^mic"	1	"rofilm"	1
"militarize"	10	19	2.94	"{militar--ize}"	"VB"	"^milit"	1	"arize"	2
"notarize"	8	7	1.95	"{notar--ize}"	"VB"	"^not"	4	"arize"	2
"minimize"	8	4355	8.38	"{minim--ize}"	"VB"	"^min"	8	"imize"	1
"minister"	8	22530	10.02	"{minister}"	"NN|VB"	"^min"	8	"ister"	2
"register"	8	20789	9.94	"{register}"	"VB|NN"	"^reg"	9	"ister"	2
"mirror"	6	27107	10.21	"{mirror}"	"NN|VB"	"^mir"	2	"ror"	1
"misspell"	8	317	5.76	"<mis<{spell}"	"VB"	"^miss"	4	"pell"	1
"mollycoddle"	11	17	2.83	"{mollycoddle}"	"NN|VB"	"^moll"	2	"ycoddle"	1
"mortgage"	8	4758	8.47	"{mortgage}"	"NN|VB"	"^mort"	2	"gage"	1
"mothproof"	9	3	1.1	"{moth}{proof}"	"JJ|VB"	"^mot"	4	"hproof"	1
"mottle"	6	10	2.3	"{mottle}"	"VB|NN"	"^mot"	4	"tle"	4
"prattle"	7	198	5.29	"{prattle}"	"NN|VB"	"^prat"	1	"tle"	4
"scuttle"	7	186	5.23	"{scuttle}"	"VB"	"^scut"	1	"tle"	4
"settle"	6	7549	8.93	"{settle}"	"VB|NN"	"^set"	2	"tle"	4
"multiplex"	9	360	5.89	"{multi--plex}"	"NN|VB"	"^mult"	2	"iplex"	1
"multiply"	8	3467	8.15	"{multi--ply}"	"VB"	"^mult"	2	"iply"	1
"murder"	6	19075	9.86	"{murder}"	"NN|VB"	"^mur"	2	"der"	4
"order"	5	193686	12.17	"{order}"	"NN|VB"	"^or"	6	"der"	4
"render"	6	4183	8.34	"{render}"	"VB|NN"	"^ren"	9	"der"	4
"solder"	6	2486	7.82	"{solder}"	"VB"	"^sol"	5	"der"	4
"murmur"	6	283	5.65	"{murmur}"	"NN|VB"	"^mur"	2	"mur"	1
"mushroom"	8	1873	7.54	"{mushroom}"	"NN|VB"	"^mus"	6	"hroom"	1
"mutilate"	8	292	5.68	"{mutilate}"	"VB"	"^mut"	3	"ilate"	2
"ventilate"	9	60	4.09	"{ventilate}"	"VB"	"^vent"	3	"ilate"	2
"negotiate"	9	4230	8.35	"{negoti--ate}"	"VB"	"^neg"	3	"otiate"	1
"nonplus"	7	1	0	"{nonplus}"	"VB"	"^non"	1	"plus"	1
"notice"	6	46178	10.74	"{notice}"	"NN|VB"	"^not"	4	"ice"	2
"service"	7	171115	12.05	"{serv--ice}"	"NN|VB"	"^serv"	2	"ice"	2
"numb"	4	1271	7.15	"{numb}"	"JJ|VB"	"^nu"	6	"mb"	1
"number"	6	283001	12.55	"{number}"	"NN|VB"	"^nu"	6	"mber"	1
"nurse"	5	6640	8.8	"{nurse}"	"NN|VB"	"^nu"	6	"rse"	1
"nursemaid"	9	21	3.04	"{nurse}{maid}"	"NN|VB"	"^nu"	6	"rsemaid"	1
"nurture"	7	961	6.87	"{nurture}"	"VB|NN"	"^nu"	6	"rture"	1
"nuzzle"	6	137	4.92	"{nuzzle}"	"VB"	"^nu"	6	"zzle"	1
"oilrig"	6	3	1.1	"{oil}{rig}"	"NN|VB"	"^o"	42	"ilrig"	1
"oink"	4	428	6.06	"{oink}"	"minor|NN|VB"	"^o"	42	"ink"	2
"stink"	5	1542	7.34	"{stink}"	"NN|VB"	"^st"	97	"ink"	2
"okay"	4	33915	10.43	"{okay}"	"JJ|minor|NN|VB"	"^o"	42	"kay"	1
"ooze"	4	2454	7.81	"{ooze}"	"NN|VB"	"^o"	42	"oze"	1
"ought"	5	15181	9.63	"{ought}"	"VB"	"^o"	42	"ught"	1
"oust"	4	205	5.32	"{oust}"	"VB"	"^o"	42	"ust"	1
"outbalance"	10	1	0	"{out}{balance}"	"VB"	"^o"	42	"utbalance"	1
"outbid"	6	979	6.89	"{out}{bid}"	"VB"	"^o"	42	"utbid"	1
"outclass"	8	33	3.5	"{out}{class}"	"VB"	"^o"	42	"utclass"	1
"outcrop"	7	47	3.85	"{out}{crop}"	"NN|VB"	"^o"	42	"utcrop"	1
"outdate"	7	17	2.83	"{out}{date}"	"VB"	"^o"	42	"utdate"	1
"outdistance"	11	16	2.77	"{out}{dist--ance}"	"VB"	"^o"	42	"utdistance"	1
"outdo"	5	205	5.32	"{out}{do}"	"VB"	"^o"	42	"utdo"	1
"outdrew"	7	2	0.69	"{out}{drew}"	"VB|NN"	"^o"	42	"utdrew"	1
"outface"	7	0	0	"{out}{face}"	"VB"	"^o"	42	"utface"	1
"outfight"	8	10	2.3	"{out}{fight}"	"VB"	"^o"	42	"utfight"	1
"outflank"	8	52	3.95	"{out}{flank}"	"VB"	"^o"	42	"utflank"	1
"outfought"	9	3	1.1	"{out}{fought}"	"VB|JJ"	"^o"	42	"utfought"	1
"outfox"	6	20	3	"{out}{fox}"	"VB"	"^o"	42	"utfox"	1
"outgrow"	7	288	5.66	"{out}{grow}"	"VB"	"^o"	42	"utgrow"	1
"outlast"	7	219	5.39	"{out}{last}"	"VB"	"^o"	42	"utlast"	1
"outlaw"	6	2179	7.69	"{out}{law}"	"VB|NN"	"^o"	42	"utlaw"	1
"outlay"	6	340	5.83	"{out}{lay}"	"NN|VB"	"^o"	42	"utlay"	1
"outline"	7	5081	8.53	"{out}{line}"	"NN|VB"	"^o"	42	"utline"	1
"outlive"	7	162	5.09	"{out}{live}"	"VB"	"^o"	42	"utlive"	1
"outmatch"	8	4	1.39	"{out}{match}"	"VB"	"^o"	42	"utmatch"	1
"outnumber"	9	645	6.47	"{out}{number}"	"VB"	"^o"	42	"utnumber"	1
"outplay"	7	46	3.83	"{out}{play}"	"VB"	"^o"	42	"utplay"	1
"output"	6	37840	10.54	"{out}{put}"	"NN|VB"	"^o"	42	"utput"	1
"outrank"	7	105	4.65	"{out}{rank}"	"VB"	"^o"	42	"utrank"	1
"outride"	7	4	1.39	"{out}{ride}"	"VB"	"^o"	42	"utride"	1
"outrun"	6	468	6.15	"{out}{run}"	"VB"	"^o"	42	"utrun"	1
"outsell"	7	238	5.47	"{out}{sell}"	"VB"	"^o"	42	"utsell"	1
"outshine"	8	68	4.22	"{out}{shine}"	"VB"	"^o"	42	"utshine"	1
"outsmart"	8	95	4.55	"{out}{smart}"	"VB"	"^o"	42	"utsmart"	1
"outspread"	9	23	3.14	"{out}{spread}"	"VB|JJ"	"^o"	42	"utspread"	1
"outstay"	7	1	0	"{out}{stay}"	"VB"	"^o"	42	"utstay"	1
"outstrip"	8	95	4.55	"{out}{strip}"	"VB"	"^o"	42	"utstrip"	1
"outvote"	7	10	2.3	"{out}{vote}"	"VB"	"^o"	42	"utvote"	1
"outweigh"	8	944	6.85	"{out}{weigh}"	"VB"	"^o"	42	"utweigh"	1
"outwit"	6	136	4.91	"{out}{wit}"	"VB"	"^o"	42	"utwit"	1
"obey"	4	4163	8.33	"{obey}"	"VB"	"^ob"	11	"ey"	1
"obfuscate"	9	429	6.06	"{obfuscate}"	"VB"	"^ob"	11	"fuscate"	1
"obligate"	8	136	4.91	"{oblig--ate}"	"VB"	"^ob"	11	"ligate"	1
"oblige"	6	684	6.53	"{oblige}"	"VB"	"^ob"	11	"lige"	1
"obscure"	7	5753	8.66	"{obscure}"	"JJ|VB|NN"	"^ob"	11	"scure"	1
"occasion"	8	6664	8.8	"{occasion}"	"NN|VB"	"^oc"	4	"casion"	1
"occult"	6	1981	7.59	"{occult}"	"NN|JJ|VB"	"^oc"	4	"cult"	1
"occupy"	6	2133	7.67	"{occupy}"	"VB"	"^oc"	4	"cupy"	1
"officiate"	9	101	4.62	"{offic--iate}"	"VB"	"^of"	3	"ficiate"	1
"opine"	5	102	4.62	"{opine}"	"VB"	"^op"	4	"ine"	1
"orchestrate"	11	126	4.84	"{orchestr--ate}"	"VB"	"^or"	6	"chestrate"	1
"ordain"	6	254	5.54	"{ordain}"	"VB"	"^or"	6	"dain"	1
"organize"	8	5155	8.55	"{organ--ize}"	"VB"	"^or"	6	"ganize"	1
"orphan"	6	844	6.74	"{orphan}"	"NN|VB"	"^or"	6	"phan"	1
"ostracize"	9	85	4.44	"{ostrac--ize}"	"VB"	"^os"	1	"tracize"	1
"overact"	7	20	3	"<over<{act}"	"VB"	"^ov"	55	"eract"	2
"underact"	8	0	0	"<under<{act}"	"VB"	"^und"	35	"eract"	2
"overarch"	8	1	0	"<over<{arch}"	"VB"	"^ov"	55	"erarch"	1
"overawe"	7	1	0	"<over<{awe}"	"VB"	"^ov"	55	"erawe"	1
"overbalance"	11	11	2.4	"<over<{balance}"	"VB|NN"	"^ov"	55	"erbalance"	1
"overbear"	8	6	1.79	"<over<{bear}"	"VB"	"^ov"	55	"erbear"	1
"overbid"	7	283	5.65	"<over<{bid}"	"VB"	"^ov"	55	"erbid"	2
"underbid"	8	23	3.14	"<under<{bid}"	"VB"	"^und"	35	"erbid"	2
"overburden"	10	59	4.08	"<over<{burden}"	"VB"	"^ov"	55	"erburden"	1
"overcame"	8	416	6.03	"<over<{came}"	"VB"	"^ov"	55	"ercame"	1
"overcharge"	10	156	5.05	"<over<{charge}"	"VB|NN"	"^ov"	55	"ercharge"	2
"undercharge"	11	11	2.4	"<under<{charge}"	"VB"	"^und"	35	"ercharge"	2
"overcome"	8	7196	8.88	"<over<{come}"	"VB"	"^ov"	55	"ercome"	1
"overcrowd"	9	10	2.3	"<over<{crowd}"	"VB"	"^ov"	55	"ercrowd"	1
"overdo"	6	322	5.77	"<over<{do}"	"VB"	"^ov"	55	"erdo"	1
"overdone"	8	385	5.95	"<over<{done}"	"VB"	"^ov"	55	"erdone"	1
"overdress"	9	8	2.08	"<over<{dress}"	"VB"	"^ov"	55	"erdress"	1
"overeat"	7	101	4.62	"<over<{eat}"	"VB"	"^ov"	55	"ereat"	1
"overestimate"	12	377	5.93	"<over<{estim--ate}"	"VB"	"^ov"	55	"erestimate"	2
"underestimate"	13	1521	7.33	"<under<{estim--ate}"	"VB"	"^und"	35	"erestimate"	2
"overexpose"	10	38	3.64	"<over<{ex--pose}"	"VB"	"^ov"	55	"erexpose"	2
"underexpose"	11	35	3.56	"<under<{ex--pose}"	"VB"	"^und"	35	"erexpose"	2
"overfeed"	8	20	3	"<over<{feed}"	"VB"	"^ov"	55	"erfeed"	1
"overfill"	8	57	4.04	"<over<{fill}"	"VB"	"^ov"	55	"erfill"	1
"overfly"	7	45	3.81	"<over<{fly}"	"VB"	"^ov"	55	"erfly"	1
"overhear"	8	118	4.77	"<over<{hear}"	"VB"	"^ov"	55	"erhear"	1
"overheard"	9	1123	7.02	"<over<{heard}"	"VB"	"^ov"	55	"erheard"	1
"overheat"	8	302	5.71	"<over<{heat}"	"VB"	"^ov"	55	"erheat"	1
"overjoy"	7	5	1.61	"<over<{joy}"	"VB"	"^ov"	55	"erjoy"	1
"overladen"	9	8	2.08	"<over<{laden}"	"JJ|VB"	"^ov"	55	"erladen"	1
"overload"	8	2585	7.86	"<over<{load}"	"VB"	"^ov"	55	"erload"	1
"overlook"	8	1583	7.37	"<over<{look}"	"VB"	"^ov"	55	"erlook"	1
"overplay"	8	32	3.47	"<over<{play}"	"VB"	"^ov"	55	"erplay"	1
"overpower"	9	588	6.38	"<over<{power}"	"VB"	"^ov"	55	"erpower"	1
"overran"	7	157	5.06	"<over<{ran}"	"VB"	"^ov"	55	"erran"	1
"overrate"	8	36	3.58	"<over<{rate}"	"VB"	"^ov"	55	"errate"	2
"underrate"	9	54	3.99	"<under<{rate}"	"VB"	"^und"	35	"errate"	2
"overreach"	9	29	3.37	"<over<{reach}"	"VB"	"^ov"	55	"erreach"	1
"override"	8	3086	8.03	"<over<{ride}"	"VB"	"^ov"	55	"erride"	1
"overrode"	8	95	4.55	"<over<{rode}"	"VB"	"^ov"	55	"errode"	1
"overrule"	8	174	5.16	"<over<{rule}"	"VB"	"^ov"	55	"errule"	1
"overrun"	7	1658	7.41	"<over<{run}"	"VB"	"^ov"	55	"errun"	1
"oversee"	7	1144	7.04	"<over<{see}"	"VB"	"^ov"	55	"ersee"	1
"oversell"	8	32	3.47	"<over<{sell}"	"VB"	"^ov"	55	"ersell"	2
"undersell"	9	16	2.77	"<under<{sell}"	"VB"	"^und"	35	"ersell"	2
"overshadow"	10	171	5.14	"<over<{shadow}"	"VB"	"^ov"	55	"ershadow"	1
"overshoot"	9	133	4.89	"<over<{shoot}"	"VB"	"^ov"	55	"ershoot"	2
"undershoot"	10	18	2.89	"<under<{shoot}"	"VB"	"^und"	35	"ershoot"	2
"overshot"	8	146	4.98	"<over<{shot}"	"VB|NN"	"^ov"	55	"ershot"	1
"oversize"	8	328	5.79	"<over<{size}"	"VB|NN|JJ"	"^ov"	55	"ersize"	1
"overskirt"	9	2	0.69	"{over}{skirt}"	"NN|VB"	"^ov"	55	"erskirt"	1
"oversleep"	9	12	2.48	"<over<{sleep}"	"VB"	"^ov"	55	"ersleep"	1
"oversteer"	9	140	4.94	"{over}{steer}"	"VB|NN"	"^ov"	55	"ersteer"	1
"overstep"	8	60	4.09	"<over<{step}"	"VB"	"^ov"	55	"erstep"	1
"overstock"	9	125	4.83	"<over<{stock}"	"VB"	"^ov"	55	"erstock"	1
"overstrung"	10	0	0	"<over<{strung}"	"JJ|VB"	"^ov"	55	"erstrung"	1
"overtake"	8	403	6	"<over<{take}"	"VB"	"^ov"	55	"ertake"	2
"undertake"	9	1294	7.17	"<under<{take}"	"VB"	"^und"	35	"ertake"	2
"overtax"	7	26	3.26	"<over<{tax}"	"VB"	"^ov"	55	"ertax"	1
"overthrow"	9	1667	7.42	"<over<{throw}"	"VB"	"^ov"	55	"erthrow"	1
"overtook"	8	194	5.27	"<over<{took}"	"VB"	"^ov"	55	"ertook"	2
"undertook"	9	263	5.57	"<under<{took}"	"VB"	"^und"	35	"ertook"	2
"overturn"	8	671	6.51	"<over<{turn}"	"VB"	"^ov"	55	"erturn"	1
"overwhelm"	9	674	6.51	"{over--whelm}"	"VB"	"^ov"	55	"erwhelm"	1
"overwork"	8	111	4.71	"<over<{work}"	"NN|VB"	"^ov"	55	"erwork"	1
"palpitate"	9	7	1.95	"{palpit--ate}"	"VB"	"^pal"	2	"pitate"	1
"participate"	11	18155	9.81	"{particip--ate}"	"VB|NN"	"^part"	6	"icipate"	1
"partner"	7	17565	9.77	"{partner}"	"NN|VB"	"^part"	6	"ner"	1
"partook"	7	44	3.78	"{par--took}"	"VB"	"^part"	6	"ook"	2
"precook"	7	4	1.39	"<pre<{cook}"	"VB"	"^prec"	7	"ook"	2
"pasteurize"	10	18	2.89	"{pasteur--ize}"	"VB"	"^past"	3	"eurize"	1
"patent"	6	8958	9.1	"{patent}"	"NN|VB"	"^pat"	3	"ent"	2
"repent"	6	1483	7.3	"{repent}"	"VB"	"^rep"	26	"ent"	2
"pencil"	6	3021	8.01	"{pencil}"	"NN|VB"	"^pen"	2	"cil"	1
"penetrate"	9	1864	7.53	"{penetr--ate}"	"VB"	"^pen"	2	"etrate"	1
"percolate"	9	52	3.95	"{percolate}"	"VB"	"^per"	23	"colate"	1
"perforate"	9	23	3.14	"{perforate}"	"VB"	"^per"	23	"forate"	1
"permeate"	8	162	5.09	"{perme--ate}"	"VB"	"^per"	23	"meate"	1
"permute"	7	41	3.71	"{per--mute}"	"VB"	"^per"	23	"mute"	2
"transmute"	9	1866	7.53	"{trans--mute}"	"VB"	"^trans"	15	"mute"	2
"perpetrate"	10	165	5.11	"{perpetrate}"	"VB"	"^per"	23	"petrate"	1
"perpetuate"	10	933	6.84	"{perpetu--ate}"	"VB"	"^per"	23	"petuate"	1
"perplex"	7	31	3.43	"{perplex}"	"VB"	"^per"	23	"plex"	1
"persecute"	9	464	6.14	"{per--secute}"	"VB"	"^per"	23	"secute"	2
"prosecute"	9	1287	7.16	"{pro--secute}"	"VB"	"^pro"	40	"secute"	2
"persevere"	9	328	5.79	"{persevere}"	"VB"	"^per"	23	"severe"	1
"persuade"	8	2463	7.81	"{per--suade}"	"VB"	"^per"	23	"suade"	1
"perturb"	7	43	3.76	"{per--turb}"	"VB"	"^per"	23	"turb"	1
"petition"	8	10168	9.23	"{petition}"	"NN|VB"	"^pet"	2	"ition"	1
"petrify"	7	26	3.26	"{petr--ify}"	"VB"	"^pet"	2	"rify"	1
"pickle"	6	979	6.89	"{pickle}"	"NN|VB"	"^pic"	4	"kle"	5
"speckle"	7	98	4.58	"{speckle}"	"VB|NN"	"^spec"	2	"kle"	5
"tackle"	6	2235	7.71	"{tackle}"	"NN|VB"	"^tac"	2	"kle"	5
"tickle"	6	921	6.83	"{tickle}"	"NN|VB"	"^tic"	3	"kle"	5
"tinkle"	6	80	4.38	"{tinkle}"	"NN|VB"	"^tin"	4	"kle"	5
"pickpocket"	10	59	4.08	"{pick}{pocket}"	"NN|VB"	"^pic"	4	"kpocket"	1
"pillage"	7	372	5.92	"{pillage}"	"VB"	"^pil"	4	"lage"	1
"pilot"	5	16024	9.68	"{pilot}"	"NN|VB"	"^pil"	4	"ot"	2
"repot"	5	54	3.99	"<re<{pot}"	"VB"	"^rep"	26	"ot"	2
